"","location","year","lat","long","alt","bloom_doy","MONTH","LATITUDE","LONGITUDE","ELEVATION","DP01","DP10","DP1X","DX32","DX70","DX90","EMXP","EMXT","PRCP","TMAX"
"38","washingtondc",1978,38.8853496,-77.0386278,0,102,6.5,38.84721,-77.03454,4.1,9.41666666666667,6.16666666666667,0.75,0.5,14.9166666666667,3.25,27.525,28.0416666666667,83.7333333333333,19.1391666666667
"39","washingtondc",1979,38.8853496,-77.0386278,0,92,6.5,38.84721,-77.03454,4.1,10.5,6.66666666666667,1.25,1.25,15.4166666666667,1.66666666666667,33.2,26.95,100.241666666667,18.9816666666667
"40","washingtondc",1980,38.8853496,-77.0386278,0,97,6.5,38.84721,-77.03454,4.1,9.16666666666667,5.5,0.416666666666667,0.916666666666667,15.5,5.58333333333333,22.3833333333333,28.4666666666667,62.125,20.0675
"41","washingtondc",1981,38.8853496,-77.0386278,0,93,6.5,38.84721,-77.03454,4.1,9,5.33333333333333,0.25,0.916666666666667,15.25,2.75,19.2,29.1083333333333,65,19.7433333333333
"42","washingtondc",1982,38.8853496,-77.0386278,0,97,6.5,38.84721,-77.03454,4.1,8.83333333333333,5.66666666666667,0.666666666666667,1.08333333333333,15.3333333333333,1.83333333333333,26.8583333333333,27.7333333333333,75.7333333333333,19.0916666666667
"43","washingtondc",1983,38.8853496,-77.0386278,0,97,6.5,38.84721,-77.03454,4.1,9.33333333333333,6.58333333333333,1.41666666666667,0.666666666666667,14.0833333333333,4.58333333333333,35.9666666666667,28.05,109.816666666667,19.38
"44","washingtondc",1984,38.8853496,-77.0386278,0,94,6.5,38.84721,-77.03454,4.1,9.91666666666667,6.08333333333333,0.5,0.833333333333333,13.9166666666667,1.91666666666667,26.1916666666667,27.0916666666667,79.9416666666667,18.8808333333333
"45","washingtondc",1985,38.8853496,-77.0386278,0,97,6.5,38.84721,-77.03454,4.1,9.58333333333333,4.75,0.916666666666667,1.25,15.8333333333333,2.33333333333333,28.1916666666667,28.8916666666667,75.9666666666667,19.2891666666667
"46","washingtondc",1986,38.8853496,-77.0386278,0,92,6.5,38.84721,-77.03454,4.1,8.5,5,0.416666666666667,0.916666666666667,14.9166666666667,3.41666666666667,21.5916666666667,28.6166666666667,68.9416666666667,19.1191666666667
"47","washingtondc",1987,38.8853496,-77.0386278,0,87,6.5,38.84721,-77.03454,4.1,8.75,5.66666666666667,0.666666666666667,0.583333333333333,14.3333333333333,3.75,29.5166666666667,27.0416666666667,77.5416666666667,19.3858333333333
"48","washingtondc",1988,38.8853496,-77.0386278,0,91,6.5,38.84721,-77.03454,4.1,8.91666666666667,5,0.916666666666667,1.33333333333333,13.4166666666667,4.91666666666667,25.8166666666667,28.5583333333333,67.225,19.0358333333333
"49","washingtondc",1989,38.8853496,-77.0386278,0,88,6.5,38.84721,-77.03454,4.1,10.6666666666667,7.16666666666667,1.25,1.25,14.1666666666667,1.83333333333333,31.3083333333333,27.45,106.516666666667,18.4033333333333
"50","washingtondc",1990,38.8853496,-77.0386278,0,74,6.5,38.84721,-77.03454,4.1,10.5833333333333,6.25,1,0.166666666666667,16.0833333333333,2.5,31.8416666666667,29.825,86.5416666666667,20.6891666666667
"51","washingtondc",1991,38.8853496,-77.0386278,0,88,6.5,38.84721,-77.03454,4.1,9.25,4.91666666666667,0.416666666666667,0.25,15.6666666666667,4.91666666666667,23.6333333333333,29.4916666666667,62.7333333333333,20.7075
"52","washingtondc",1992,38.8853496,-77.0386278,0,98,6.5,38.84721,-77.03454,4.1,10.1666666666667,6.16666666666667,0.5,0.0833333333333333,13.1666666666667,1.75,26.2333333333333,27.0333333333333,77.0666666666667,18.4108333333333
"53","washingtondc",1993,38.8853496,-77.0386278,0,101,6.5,38.84721,-77.03454,4.1,9.66666666666667,5.91666666666667,0.833333333333333,0.916666666666667,13.3333333333333,4.25,31.6666666666667,27.3333333333333,87.6916666666667,19.0858333333333
"54","washingtondc",1994,38.8853496,-77.0386278,0,95,6.5,38.84721,-77.03454,4.1,10.3333333333333,6.08333333333333,0.666666666666667,1,15.6666666666667,3.83333333333333,23.3916666666667,28.8833333333333,79.5833333333333,19.6875
"55","washingtondc",1995,38.8853496,-77.0386278,0,92,6.5,38.84721,-77.03454,4.1,8.75,5.5,0.75,0.916666666666667,15,4.33333333333333,30.5833333333333,28.475,84.25,19.225
"56","washingtondc",1996,38.8853496,-77.0386278,0,95,6.5,38.84721,-77.03454,4.1,10.5,7.33333333333333,1.25,1.25,14.0833333333333,1.75,33.6333333333333,27.6,108.058333333333,18.3616666666667
"57","washingtondc",1997,38.8853496,-77.0386278,0,85,6.5,38.84721,-77.03454,4.1,9.08333333333333,5.66666666666667,0.666666666666667,0.416666666666667,14.1666666666667,3.5,28.325,29.225,71.6916666666667,19.4108333333333
"58","washingtondc",1998,38.8853496,-77.0386278,0,86,6.5,38.84721,-77.03454,4.1,9.75,5.33333333333333,0.5,0.25,15,2.91666666666667,25.425,28.7583333333333,76.1416666666667,20.2408333333333
"59","washingtondc",1999,38.8853496,-77.0386278,0,95,6.5,38.84721,-77.03454,4.1,8.75,5.58333333333333,0.833333333333333,0.916666666666667,14.6666666666667,4,31.4583333333333,28.825,85.2166666666667,19.8708333333333
"60","washingtondc",2000,38.8853496,-77.0386278,0,77,6.5,38.84721,-77.03454,4.1,9.75,5.91666666666667,0.666666666666667,1.16666666666667,14.3333333333333,1,26.1083333333333,27.825,86.1583333333333,18.5216666666667
"61","washingtondc",2001,38.8853496,-77.0386278,0,96,6.5,38.84721,-77.03454,4.1,8.91666666666667,5.5,0.583333333333333,0.166666666666667,15.3333333333333,1.33333333333333,21.2666666666667,27.55,63.5083333333333,19.6591666666667
"62","washingtondc",2002,38.8853496,-77.0386278,0,92,6.5,38.84721,-77.03454,4.1,9.08333333333333,5.25,0.583333333333333,0.166666666666667,14.4166666666667,4.66666666666667,28.7,29.9083333333333,72.7333333333333,20.0633333333333
"63","washingtondc",2003,38.8853496,-77.0386278,0,92,6.5,38.84721,-77.03454,4.1,12.1666666666667,8.5,1.33333333333333,0.916666666666667,13.3333333333333,1.66666666666667,37.1583333333333,26.0083333333333,128.808333333333,17.8375
"64","washingtondc",2004,38.8853496,-77.0386278,0,91,6.5,38.84721,-77.03454,4.1,10.8333333333333,6.08333333333333,0.75,1.41666666666667,15,0.916666666666667,35.4916666666667,27.3166666666667,89.9666666666667,18.85
"65","washingtondc",2005,38.8853496,-77.0386278,0,99,6.5,38.84721,-77.03454,4.1,9,5.41666666666667,1.16666666666667,0.916666666666667,13.75,3.25,38.6083333333333,27.2666666666667,94.0416666666667,19.0841666666667
"66","washingtondc",2006,38.8853496,-77.0386278,0,89,6.5,38.84721,-77.03454,4.1,8,5.5,1,0.0833333333333333,14.9166666666667,3,33.9,28.55,101.175,19.8816666666667
"67","washingtondc",2007,38.8853496,-77.0386278,0,91,6.5,38.84721,-77.03454,4.1,8.41666666666667,4.75,0.583333333333333,0.666666666666667,15.9166666666667,3.66666666666667,31.65,29.175,69.7416666666667,19.75
"68","washingtondc",2008,38.8853496,-77.0386278,0,86,6.5,38.84721,-77.03454,4.1,9.33333333333333,5.83333333333333,1,0.25,15.5,2.91666666666667,36.5,28.6083333333333,98.5,19.7866666666667
"69","washingtondc",2009,38.8853496,-77.0386278,0,91,6.5,38.84721,-77.03454,4.1,10.9166666666667,7.25,1,0.833333333333333,14.5,1.83333333333333,27.5583333333333,27.2166666666667,99.3,18.58
"70","washingtondc",2010,38.8853496,-77.0386278,0,90,6.5,38.84721,-77.03454,4.1,8.41666666666667,5.25,0.5,0.916666666666667,15.4166666666667,5.58333333333333,32.1,28.425,73.7083333333333,20.1183333333333
"71","washingtondc",2011,38.8853496,-77.0386278,0,88,6.5,38.84721,-77.03454,4.1,10.5,6.25,1,0.25,15,4.16666666666667,37.575,29.0833333333333,99.3333333333333,20.1508333333333
"72","washingtondc",2012,38.8853496,-77.0386278,0,80,6.5,38.84721,-77.03454,4.1,10.1666666666667,5.41666666666667,0.583333333333333,0.0833333333333333,16.75,4.41666666666667,31.3583333333333,30.05,68.775,21.1833333333333
"73","washingtondc",2013,38.8853496,-77.0386278,0,99,6.5,38.84721,-77.03454,4.1,9.83333333333333,5.58333333333333,1.08333333333333,0.333333333333333,14.1666666666667,2.91666666666667,34.5166666666667,28.1416666666667,93.6833333333333,19.3625
"74","washingtondc",2014,38.8853496,-77.0386278,0,100,6.5,38.84721,-77.03454,4.1,10.3333333333333,6.5,1.08333333333333,0.833333333333333,15.25,2,35.1666666666667,28.1916666666667,94.075,19.355
"75","washingtondc",2015,38.8853496,-77.0386278,0,100,6.5,38.84721,-77.03454,4.1,10.25,6.83333333333333,0.583333333333333,1,15.8333333333333,4.33333333333333,27.9916666666667,28.7166666666667,95.3583333333333,20.3375
"76","washingtondc",2016,38.8853496,-77.0386278,0,85,6.5,38.84721,-77.03454,4.1,9.5,6.08333333333333,0.416666666666667,0.916666666666667,15.25,4.83333333333333,20.3833333333333,29.125,67.1583333333333,20.45
"77","washingtondc",2017,38.8853496,-77.0386278,0,84,6.5,38.84721,-77.03454,4.1,9.25,4.83333333333333,0.583333333333333,0.583333333333333,16.4166666666667,3.58333333333333,29.175,29.4,75.4333333333333,20.6391666666667
"78","washingtondc",2018,38.8853496,-77.0386278,0,95,6.5,38.84721,-77.03454,4.1,10.9166666666667,7.41666666666667,2,0.666666666666667,14.75,3.75,47.0583333333333,29.4416666666667,140.333333333333,19.8658333333333
"79","washingtondc",2019,38.8853496,-77.0386278,0,91,6.5,38.84721,-77.03454,4.1,10,6.33333333333333,0.75,0.333333333333333,16.0833333333333,5.16666666666667,29.0333333333333,29.4083333333333,89.7,20.535
"80","washingtondc",2020,38.8853496,-77.0386278,0,80,6.5,38.84721,-77.03454,4.1,12,7.5,1.33333333333333,0,14.9166666666667,3.83333333333333,43.075,27.9083333333333,121.441666666667,20.425
"81","washingtondc",2021,38.8853496,-77.0386278,0,87,6.5,38.84721,-77.03454,4.1,9.58333333333333,6.25,1,0.25,16.0833333333333,4,30.2416666666667,28,93.35,20.5308333333333
"82","kyoto",1951,35.0119831,135.6761135,44,98,6.5,35.017,135.733,46,11.4166666666667,6.83333333333333,1.41666666666667,0,15.4166666666667,3.25,35.175,26.3166666666667,129.591666666667,20.7641666666667
"83","kyoto",1952,35.0119831,135.6761135,44,105,6.5,35.017,135.733,46,11.5,7.83333333333333,2,0,15.5,3.58333333333333,54.9416666666667,25.7166666666667,154.3,20.52
"84","kyoto",1953,35.0119831,135.6761135,44,101,6.5,35.017,135.733,46,12.5833333333333,8.33333333333333,2,0,15.25,2.33333333333333,52.5916666666667,26.2333333333333,169.866666666667,20.175
"85","kyoto",1954,35.0119831,135.6761135,44,98,6.5,35.017,135.733,46,12.25,7.66666666666667,1.91666666666667,0,14.1666666666667,2.41666666666667,47.9333333333333,26.3333333333333,153.5,20.3433333333333
"86","kyoto",1955,35.0119831,135.6761135,44,97,6.5,35.017,135.733,46,10.6666666666667,7.08333333333333,1.58333333333333,0,14.9166666666667,4.16666666666667,49.1583333333333,26.3166666666667,128.933333333333,21.02
"87","kyoto",1956,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,12,7.91666666666667,2.25,0,14.3333333333333,3.91666666666667,46.175,26.8333333333333,152.35,20.0233333333333
"88","kyoto",1957,35.0119831,135.6761135,44,103,6.5,35.017,135.733,46,11.9166666666667,8.5,1.41666666666667,0,14.3333333333333,1.83333333333333,40.1416666666667,25.725,140.058333333333,19.98
"89","kyoto",1958,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,11.5833333333333,8.33333333333333,1.66666666666667,0,15.25,3.41666666666667,50.5333333333333,26.8083333333333,157.633333333333,20.7058333333333
"90","kyoto",1959,35.0119831,135.6761135,44,92,6.5,35.017,135.733,46,12.3333333333333,8.58333333333333,1.58333333333333,0,15.5833333333333,4.25,65.5583333333333,26.8,165.35,21.2808333333333
"91","kyoto",1960,35.0119831,135.6761135,44,95,6.5,35.017,135.733,46,11.1666666666667,6.91666666666667,1.25,0,15.5,3.83333333333333,52.3833333333333,27.1583333333333,140.208333333333,20.9816666666667
"92","kyoto",1961,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,11,7,1.66666666666667,0,15.75,5.25,46.5416666666667,26.9083333333333,153.341666666667,21.3366666666667
"93","kyoto",1962,35.0119831,135.6761135,44,102,6.5,35.017,135.733,46,11.1666666666667,6.33333333333333,1.5,0,14.3333333333333,4,31.4833333333333,27.1583333333333,115.525,20.6266666666667
"94","kyoto",1963,35.0119831,135.6761135,44,101,6.5,35.017,135.733,46,12.3333333333333,7.5,1.83333333333333,0,14.75,3.91666666666667,35.9666666666667,25.4666666666667,135.508333333333,19.9225
"95","kyoto",1964,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,11.0833333333333,7.58333333333333,0.916666666666667,0,15.4166666666667,4.41666666666667,34.1833333333333,26.4666666666667,108.933333333333,20.9083333333333
"96","kyoto",1965,35.0119831,135.6761135,44,110,6.5,35.017,135.733,46,12,7.75,2,0,15.0833333333333,3.16666666666667,49.6166666666667,25.6416666666667,163.216666666667,19.8841666666667
"97","kyoto",1966,35.0119831,135.6761135,44,97,6.5,35.017,135.733,46,10.8333333333333,8.33333333333333,2,0,15.25,4.33333333333333,38.6166666666667,27.0666666666667,142.858333333333,20.49
"98","kyoto",1967,35.0119831,135.6761135,44,97,6.5,35.017,135.733,46,11,6.91666666666667,1.41666666666667,0,15.6666666666667,4.91666666666667,41.6166666666667,26.8333333333333,126.366666666667,20.9333333333333
"99","kyoto",1968,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,10,7.33333333333333,1.25,0,15.0833333333333,2.08333333333333,47.5833333333333,25.8833333333333,136,20.1991666666667
"100","kyoto",1969,35.0119831,135.6761135,44,101,6.5,35.017,135.733,46,10.4166666666667,7.41666666666667,1.16666666666667,0,16,4.33333333333333,43.25,27.2083333333333,126.333333333333,20.5208333333333
"101","kyoto",1970,35.0119831,135.6761135,44,107,6.5,35.017,135.733,46,10.9166666666667,7.66666666666667,1.41666666666667,0,14.4166666666667,3.75,39.5833333333333,26.1583333333333,131.333333333333,20.0158333333333
"102","kyoto",1971,35.0119831,135.6761135,44,98,6.5,35.017,135.733,46,10.8333333333333,7.41666666666667,1.75,0,15.1666666666667,3,48.9583333333333,26.0833333333333,146.791666666667,20.2508333333333
"103","kyoto",1972,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,11.8333333333333,9,1.58333333333333,0,16.1666666666667,3.83333333333333,53.6666666666667,27.0083333333333,154.625,21.0591666666667
"104","kyoto",1973,35.0119831,135.6761135,44,97,6.5,35.017,135.733,46,10.0833333333333,6.16666666666667,1.5,0,15.1666666666667,4.25,35.625,26.3083333333333,117.291666666667,20.6691666666667
"105","kyoto",1974,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,10.5833333333333,7.33333333333333,2,0,15.1666666666667,2.91666666666667,48.5416666666667,25.575,150,19.8825
"106","kyoto",1975,35.0119831,135.6761135,44,100,6.5,35.017,135.733,46,12.25,7.83333333333333,1.5,0,14.4166666666667,3.5,38.0833333333333,25.4916666666667,131.083333333333,20.1966666666667
"107","kyoto",1976,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,11.4166666666667,8.66666666666667,2.16666666666667,0,14.5833333333333,2.08333333333333,42.75,25.3416666666667,158.875,19.6333333333333
"108","kyoto",1977,35.0119831,135.6761135,44,93,6.5,35.017,135.733,46,10,6.91666666666667,0.75,0,16.4166666666667,3,31.8333333333333,26.7666666666667,95.6666666666667,20.6533333333333
"109","kyoto",1978,35.0119831,135.6761135,44,104,6.5,35.017,135.733,46,9.41666666666667,5.58333333333333,0.916666666666667,0,0,0,33.625,0,97.25,0
"110","kyoto",1979,35.0119831,135.6761135,44,97,6.5,35.017,135.733,46,10.5833333333333,7.58333333333333,1.41666666666667,0,15.5833333333333,2.75,41.4583333333333,26.7083333333333,119.416666666667,21.1183333333333
"111","kyoto",1980,35.0119831,135.6761135,44,102,6.5,35.017,135.733,46,11,8.41666666666667,1.91666666666667,0,14.5,0.916666666666667,55,25.4916666666667,170.166666666667,19.51
"112","kyoto",1981,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,10.25,7.66666666666667,1.33333333333333,0,14.0833333333333,3.25,41.125,25.5583333333333,121.5,19.5083333333333
"113","kyoto",1982,35.0119831,135.6761135,44,93,6.5,35.017,135.733,46,10.0833333333333,7.08333333333333,0.833333333333333,0,15.6666666666667,1.41666666666667,32.5416666666667,25.85,114.125,20.1633333333333
"114","kyoto",1983,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,10.6666666666667,7.41666666666667,2,0,15.25,3.25,62.4583333333333,26.0833333333333,160.666666666667,20.4116666666667
"115","kyoto",1984,35.0119831,135.6761135,44,109,6.5,35.017,135.733,46,8.83333333333333,5.75,0.916666666666667,0,14.6666666666667,3.66666666666667,33.625,25.725,96.75,19.755
"116","kyoto",1985,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,10.6666666666667,7.25,1.66666666666667,0,15.75,4.41666666666667,37.75,26.0666666666667,133.25,20.5358333333333
"117","kyoto",1986,35.0119831,135.6761135,44,102,6.5,35.017,135.733,46,10.0833333333333,6.58333333333333,1.33333333333333,0,14.4166666666667,3.5,40.125,25.525,123.25,19.95
"118","kyoto",1987,35.0119831,135.6761135,44,95,6.5,35.017,135.733,46,9.58333333333333,7,1.16666666666667,0,15.5833333333333,4.25,36,27.2083333333333,105.833333333333,20.9666666666667
"119","kyoto",1988,35.0119831,135.6761135,44,106,6.5,35.017,135.733,46,10.0833333333333,7,1.58333333333333,0,14.5,1.66666666666667,35.75,24.775,120.916666666667,19.8358333333333
"120","kyoto",1989,35.0119831,135.6761135,44,93,6.5,35.017,135.733,46,11.1666666666667,7.5,1.75,0,15.1666666666667,2.58333333333333,46.1666666666667,26.125,153.916666666667,20.5083333333333
"121","kyoto",1990,35.0119831,135.6761135,44,88,6.5,35.017,135.733,46,0,0,0,0,14.75,4.66666666666667,0,27.2916666666667,0,21.4116666666667
"122","kyoto",1991,35.0119831,135.6761135,44,97,6,35.017,135.733,46,0,0,0,0,15,3.36363636363636,0,27.4090909090909,0,21.3518181818182
"123","kyoto",1992,35.0119831,135.6761135,44,94,6,35.017,135.733,46,0,0,0,0,15.2727272727273,3.18181818181818,0,27.3545454545455,0,21.29
"124","kyoto",1993,35.0119831,135.6761135,44,97,6.5,35.017,135.733,46,0,0,0,0,14.6666666666667,1.33333333333333,0,26.7583333333333,0,19.9416666666667
"125","kyoto",1994,35.0119831,135.6761135,44,99,6.5,35.017,135.733,46,0,0,0,0,16.5833333333333,5.58333333333333,0,27.1333333333333,0,21.8133333333333
"126","kyoto",1995,35.0119831,135.6761135,44,99,5.5,35.017,135.733,46,0,0,0,0,15.5,3.625,0,26.4375,0,20.92
"127","kyoto",1996,35.0119831,135.6761135,44,103,6.5,35.017,135.733,46,0,0,0,0,14.1666666666667,3.66666666666667,0,26.6916666666667,0,20.2758333333333
