"","location","year","lat","long","alt","bloom_date","bloom_doy","MONTH","LATITUDE","LONGITUDE","ELEVATION","CDSD","CLDD","DP01","DP10","DP1X","DT00","DT32","DX32","DX70","DX90","EMNT","EMXP","EMXT","HDSD","HTDD","PRCP","TAVG","TMAX","TMIN"
"11","liestal",1911,47.4814,7.730519,350,"1911-04-17",107,6.5,47.5331,7.5831,316,113.733333333333,21.5166666666667,11.6666666666667,6.16666666666667,0,0,6.41666666666667,1.25,8.25,0.75,0.516666666666667,13.975,22.1916666666667,1611.89166666667,261.733333333333,51.9666666666667,10.3825,14.9258333333333,5.8425
"12","liestal",1912,47.4814,7.730519,350,"1912-03-26",86,6.5,47.5331,7.5831,316,31.05,4.75,13.4166666666667,8.5,0.0833333333333333,0.0833333333333333,5.5,0.416666666666667,4.83333333333333,0.0833333333333333,-1.36666666666667,15.0666666666667,21.5416666666667,1519.65833333333,275.35,67.425,9.43916666666667,13.6283333333333,5.24833333333333
"13","liestal",1913,47.4814,7.730519,350,"1913-03-31",90,6.5,47.5331,7.5831,316,21.1583333333333,3.225,12.75,7.91666666666667,0.0833333333333333,0,5.25,0.333333333333333,5.33333333333333,0,0.908333333333333,16.4,20.9333333333333,1702.18333333333,252.608333333333,64.6916666666667,10.0933333333333,14.2566666666667,5.93083333333333
"14","liestal",1914,47.4814,7.730519,350,"1914-04-09",99,6.5,47.5331,7.5831,316,34.2916666666667,5.96666666666667,14.25,8.08333333333333,0.166666666666667,0,5.41666666666667,1.5,5.5,0,-0.166666666666667,16.1583333333333,21.3083333333333,1612.075,273.658333333333,75.4333333333333,9.50583333333333,13.5691666666667,5.44083333333333
"15","liestal",1915,47.4814,7.730519,350,"1915-04-27",117,6.5,47.5331,7.5831,316,38.6083333333333,6.175,13.5,7.5,0.583333333333333,0,6.16666666666667,1,7.25,0,-0.958333333333333,25.2666666666667,21,1650.55833333333,270.233333333333,73.1166666666667,9.60583333333333,13.6816666666667,5.52583333333333
"16","liestal",1916,47.4814,7.730519,350,"1916-04-06",97,6.5,47.5331,7.5831,316,17.0083333333333,3.08333333333333,15.5,9.08333333333333,0.333333333333333,0,4.75,0.333333333333333,5.25,0,0.133333333333333,17.7666666666667,21.3166666666667,1571.05,254.616666666667,79.7916666666667,10.0566666666667,14.0058333333333,6.105
"17","liestal",1917,47.4814,7.730519,350,"1917-05-04",124,6.5,47.5331,7.5831,316,71.6,11.1833333333333,12.4166666666667,7.58333333333333,0.333333333333333,0,8.33333333333333,2.91666666666667,8.66666666666667,0.0833333333333333,-0.683333333333333,17.5833333333333,21.2333333333333,1656.25,286.758333333333,71.7166666666667,9.21916666666667,13.0908333333333,5.35
"18","liestal",1918,47.4814,7.730519,350,"1918-04-13",103,6.5,47.5331,7.5831,316,46.15,8.14166666666667,11.4166666666667,5.75,0.0833333333333333,0,5.83333333333333,0.833333333333333,7.33333333333333,0.333333333333333,-0.208333333333333,15.1333333333333,21.925,1614.325,254.883333333333,56.4833333333333,10.1733333333333,14.465,5.88083333333333
"19","liestal",1919,47.4814,7.730519,350,"1919-04-22",112,6.5,47.5331,7.5831,316,69.1166666666667,12.6833333333333,14,7.08333333333333,0.166666666666667,0,5.41666666666667,1.58333333333333,8.08333333333333,0.166666666666667,-1.36666666666667,15.1333333333333,21.5,1590.175,275.008333333333,60.7083333333333,9.66,13.7058333333333,5.61166666666667
"20","liestal",1920,47.4814,7.730519,350,"1920-03-30",90,6.5,47.5331,7.5831,316,57.5333333333333,8.98333333333333,12.4166666666667,6.58333333333333,0.25,0,5.91666666666667,0.833333333333333,7,0.0833333333333333,-0.166666666666667,17.2333333333333,22.4416666666667,1522.675,249.483333333333,57.8916666666667,10.425,14.5341666666667,6.31166666666667
"21","liestal",1921,47.4814,7.730519,350,"1921-04-02",92,6.5,47.5331,7.5831,316,110.966666666667,18.8,9.66666666666667,4.58333333333333,0.0833333333333333,0,6.33333333333333,1.08333333333333,9.5,1.08333333333333,-0.25,13.4666666666667,23.075,1518.525,239.533333333333,41.5916666666667,11.01,15.6041666666667,6.4175
"22","liestal",1922,47.4814,7.730519,350,"1922-04-21",111,6.5,47.5331,7.5831,316,58.075,8.75,15.6666666666667,10.5,0.5,0,5.08333333333333,1,7.08333333333333,0.0833333333333333,-0.408333333333333,22.2333333333333,22.475,1610.39166666667,277.191666666667,95.1166666666667,9.4575,13.3558333333333,5.5575
"23","liestal",1923,47.4814,7.730519,350,"1923-04-08",98,6.5,47.5331,7.5831,316,90.55,15.9833333333333,14.0833333333333,8.5,0.166666666666667,0,3.91666666666667,0.5,7.5,0.666666666666667,0.708333333333333,17.9083333333333,22.475,1563.73333333333,247.15,78.425,10.695,14.7766666666667,6.61333333333333
"24","liestal",1924,47.4814,7.730519,350,"1924-04-24",115,6.5,47.5331,7.5831,316,50.1666666666667,8.01666666666667,12.1666666666667,7,0.166666666666667,0,7.91666666666667,1.75,6.08333333333333,0.25,0.458333333333333,13.5916666666667,22.1916666666667,1576.54166666667,273.133333333333,59.925,9.60916666666667,13.3258333333333,5.8925
"25","liestal",1925,47.4814,7.730519,350,"1925-04-14",104,6.5,47.5331,7.5831,316,44.2583333333333,7.3,14.9166666666667,7.16666666666667,0.416666666666667,0,5.5,1,6.83333333333333,0.0833333333333333,-0.466666666666667,19.2166666666667,23.1166666666667,1566.96666666667,260.575,73.45,9.97583333333333,13.7658333333333,6.18833333333333
"26","liestal",1926,47.4814,7.730519,350,"1926-04-09",99,6.5,47.5331,7.5831,316,50.4,9.78333333333333,13.6666666666667,6.75,0.166666666666667,0,3.41666666666667,0.833333333333333,7.08333333333333,0,0.958333333333333,14.7833333333333,21.8333333333333,1504.45833333333,242.983333333333,58.225,10.6625,14.5333333333333,6.7925
"27","liestal",1927,47.4814,7.730519,350,"1927-04-18",108,6.5,47.5331,7.5831,316,46.8583333333333,8.04166666666667,14.5,7.41666666666667,0.25,0,4.08333333333333,0.583333333333333,7.41666666666667,0.0833333333333333,0.591666666666667,16.2833333333333,21.85,1465.10833333333,250.683333333333,71.6166666666667,10.3133333333333,14.0633333333333,6.56333333333333
"28","liestal",1928,47.4814,7.730519,350,"1928-04-14",105,6.5,47.5331,7.5831,316,95.2833333333333,16.55,13.25,7.08333333333333,0.0833333333333333,0,4.75,0.666666666666667,7.5,0.416666666666667,1.125,15.9,22.2583333333333,1489.65833333333,246.025,60.5666666666667,10.7916666666667,14.8766666666667,6.70666666666667
"29","liestal",1929,47.4814,7.730519,350,"1929-05-02",122,6.5,47.5331,7.5831,316,101,18.725,11.75,5.75,0,0.333333333333333,8.83333333333333,3.16666666666667,9.58333333333333,1.08333333333333,-3.30833333333333,13.4083333333333,23.65,1672.86666666667,283.258333333333,51.0083333333333,9.54166666666667,14.9575,4.12583333333333
"30","liestal",1930,47.4814,7.730519,350,"1930-04-19",109,6.5,47.5331,7.5831,316,66.9083333333333,11.1916666666667,14.4166666666667,8.16666666666667,0.166666666666667,0,5.75,0.416666666666667,8.25,0.0833333333333333,0.875,18.5833333333333,22.9,1419.48333333333,243.033333333333,80.05,10.67,15.3983333333333,5.9375
"31","liestal",1931,47.4814,7.730519,350,"1931-04-26",116,6.5,47.5331,7.5831,316,79.6833333333333,12,13.0833333333333,6.91666666666667,0.25,0,8.75,1.58333333333333,7.5,0.25,-3.85,19.775,22.8333333333333,1633.53333333333,288.6,68,9.19166666666667,14.1233333333333,4.25833333333333
"32","liestal",1932,47.4814,7.730519,350,"1932-04-29",120,6.5,47.5331,7.5831,316,78.55,14.9166666666667,11.5833333333333,6.5,0,0.166666666666667,8.83333333333333,1,9.5,0.666666666666667,-2.025,15.6166666666667,21.75,1734.075,276.366666666667,61.5,9.72166666666667,14.6783333333333,4.76333333333333
"33","liestal",1933,47.4814,7.730519,350,"1933-04-22",112,6.5,47.5331,7.5831,316,64.8083333333333,12.0666666666667,11.75,7.08333333333333,0,0,8.41666666666667,2.5,9.16666666666667,0.916666666666667,-2.11666666666667,13.35,22.1666666666667,1537.78333333333,279.808333333333,57.075,9.49083333333333,14.5858333333333,4.395
"34","liestal",1934,47.4814,7.730519,350,"1934-04-16",106,6.5,47.5331,7.5831,316,78.625,13.4166666666667,10.8333333333333,5.75,0.333333333333333,0,6.33333333333333,0.75,11.25,0.333333333333333,-0.5,19.1666666666667,24.3916666666667,1580.275,241.258333333333,55.1083333333333,10.7825,16.0891666666667,5.47583333333333
"35","liestal",1935,47.4814,7.730519,350,"1935-04-16",106,6.5,47.5331,7.5831,316,100.516666666667,17.0916666666667,13.1666666666667,7.58333333333333,0.416666666666667,0,6.83333333333333,1.91666666666667,9.16666666666667,0.833333333333333,-3.20833333333333,24.1,23.15,1496.01666666667,263.85,74.05,10.1958333333333,15.1925,5.2
"36","liestal",1936,47.4814,7.730519,350,"1936-04-09",100,6.5,47.5331,7.5831,316,61.3666666666667,10.3916666666667,13.75,7.83333333333333,0.333333333333333,0,5.75,0.25,9.16666666666667,0.0833333333333333,-0.25,18.325,22.8833333333333,1471.86666666667,249.425,72.4833333333333,10.4716666666667,15.16,5.78416666666667
"37","liestal",1937,47.4814,7.730519,350,"1937-04-11",101,6.5,47.5331,7.5831,316,95.6583333333333,16.1,13.5833333333333,8.25,0.0833333333333333,0,5.91666666666667,0.416666666666667,9.25,0.333333333333333,0.3,13.7416666666667,22.2916666666667,1511.61666666667,249.133333333333,66.9583333333333,10.645,15.38,5.90916666666667
"38","liestal",1938,47.4814,7.730519,350,"1938-04-01",91,6.5,47.5331,7.5831,316,67.9583333333333,11.5833333333333,11.1666666666667,6.5,0.75,0.166666666666667,6.66666666666667,1.5,8.08333333333333,0.25,-2.94166666666667,20.1166666666667,23.3583333333333,1560.16666666667,263.308333333333,75.95,10.015,15.2233333333333,4.80833333333333
"39","liestal",1939,47.4814,7.730519,350,"1939-04-15",105,6.5,47.5331,7.5831,316,46.975,8.525,15.3333333333333,10,0.583333333333333,0,6.5,0.916666666666667,7.66666666666667,0,-2.00833333333333,24.1333333333333,22.4833333333333,1558.86666666667,266.216666666667,100.383333333333,9.83416666666667,14.235,5.42916666666667
"40","liestal",1940,47.4814,7.730519,350,"1940-04-21",112,6.5,47.5331,7.5831,316,36.6416666666667,6.55833333333333,13.0833333333333,7.25,0.583333333333333,0.5,8.75,3.41666666666667,9,0,-4.04166666666667,21.8833333333333,22.2,1734.325,294.266666666667,79.95,8.89666666666667,13.82,3.9725
"41","liestal",1941,47.4814,7.730519,350,"1941-04-26",116,6.5,47.5331,7.5831,316,67.1083333333333,10.9,12.5,6.75,0.0833333333333333,0.166666666666667,7.66666666666667,1.83333333333333,7.41666666666667,0.333333333333333,-3.30833333333333,15.0416666666667,21.7083333333333,1746.90833333333,289.458333333333,57.5583333333333,9.14333333333333,13.9658333333333,4.31833333333333
"42","liestal",1942,47.4814,7.730519,350,"1942-04-24",114,6.5,47.5331,7.5831,316,79.8666666666667,15.0416666666667,11.3333333333333,6.33333333333333,0.166666666666667,0.25,8,2.58333333333333,9.75,0.25,-2.95833333333333,15.875,22.7416666666667,1721.475,277.733333333333,63.475,9.61916666666667,14.6033333333333,4.63333333333333
"43","liestal",1943,47.4814,7.730519,350,"1943-04-12",102,6.5,47.5331,7.5831,316,88.2583333333333,16.3833333333333,11.1666666666667,5.91666666666667,0.0833333333333333,0,6.66666666666667,0.5,11.25,1,0.491666666666667,13.3916666666667,24.4416666666667,1409.40833333333,238.516666666667,47.6666666666667,10.9891666666667,16.0833333333333,5.89083333333333
"44","liestal",1944,47.4814,7.730519,350,"1944-04-18",109,6.5,47.5331,7.5831,316,92.7916666666667,16.85,11.9166666666667,7.08333333333333,0.416666666666667,0,7.83333333333333,1.58333333333333,9,0.583333333333333,-1.11666666666667,20.175,23.825,1542.34166666667,268.566666666667,69.2,10.0458333333333,14.7025,5.3875
"45","liestal",1945,47.4814,7.730519,350,"1945-04-02",92,6.5,47.5331,7.5831,316,131.041666666667,20.75,11.1666666666667,6.58333333333333,0.0833333333333333,0,6.41666666666667,2.16666666666667,11.25,1.5,-1.25833333333333,14.3416666666667,24.5333333333333,1553.16666666667,248.975,53.7166666666667,10.8141666666667,16.0883333333333,5.53916666666667
"46","liestal",1946,47.4814,7.730519,350,"1946-04-06",96,6.5,47.5331,7.5831,316,79.325,13.725,11.5833333333333,6.25,0.416666666666667,0,6.08333333333333,1.83333333333333,10.4166666666667,0.75,-0.625,15.4,24.2166666666667,1516.29166666667,255.358333333333,62.7,10.3683333333333,15.3075,5.42666666666667
"47","liestal",1947,47.4814,7.730519,350,"1947-04-17",107,6.5,47.5331,7.5831,316,183.883333333333,32.175,11.25,6.08333333333333,0,0,7.66666666666667,2.33333333333333,11.8333333333333,3.08333333333333,-2.80833333333333,10.7416666666667,26.025,1594.14166666667,248.15,42.8083333333333,11.1641666666667,16.6925,5.635
"48","liestal",1948,47.4814,7.730519,350,"1948-03-28",88,6.5,47.5331,7.5831,316,64.7166666666667,10.9583333333333,11.1666666666667,7,0.25,0,5.33333333333333,1.08333333333333,9.5,0.0833333333333333,-0.541666666666667,18.2666666666667,24.0166666666667,1363.4,237.858333333333,65.4916666666667,10.8658333333333,16.0033333333333,5.725
"49","liestal",1949,47.4814,7.730519,350,"1949-04-17",107,6.5,47.5331,7.5831,316,103.15,19.5833333333333,10.4166666666667,5.08333333333333,0.166666666666667,0,7.33333333333333,0.416666666666667,12.5,1.58333333333333,-2.06666666666667,14.55,25.0333333333333,1492.08333333333,237.025,47.3833333333333,11.145,16.7808333333333,5.50833333333333
"50","liestal",1950,47.4814,7.730519,350,"1950-04-10",100,6.5,47.5331,7.5831,316,119.408333333333,20.0166666666667,13,7.91666666666667,0.583333333333333,0,6.58333333333333,2,10.5,0.833333333333333,-0.808333333333333,19.0166666666667,24.375,1379.4,249.541666666667,78.4,10.7625,15.7858333333333,5.73583333333333
"51","liestal",1951,47.4814,7.730519,350,"1951-04-18",108,6.5,47.5331,7.5831,316,59.7,10.5916666666667,13.4166666666667,7.66666666666667,0.666666666666667,0,5.58333333333333,0,8.33333333333333,0.0833333333333333,0.975,20.075,23.0666666666667,1506.10833333333,246.8,79.2,10.54,15.2816666666667,5.79916666666667
"52","liestal",1952,47.4814,7.730519,350,"1952-04-11",102,6.5,47.5331,7.5831,316,112.241666666667,19.6416666666667,12.9166666666667,7.41666666666667,0.333333333333333,0,7.41666666666667,1.16666666666667,10.5,1.33333333333333,-1.65833333333333,23.0666666666667,22.9166666666667,1518.39166666667,258.55,76.7333333333333,10.4625,15.545,5.38
"53","liestal",1953,47.4814,7.730519,350,"1953-04-06",96,6.5,47.5331,7.5831,316,80.65,13.3416666666667,9.08333333333333,4,0.0833333333333333,0,8.41666666666667,1.33333333333333,11,0.75,-1.80833333333333,11.1083333333333,23.6166666666667,1600.55833333333,252.925,41.575,10.4033333333333,15.7425,5.06166666666667
"54","liestal",1954,47.4814,7.730519,350,"1954-04-26",116,6.5,47.5331,7.5831,316,40.775,7.225,12.1666666666667,6.91666666666667,0.416666666666667,0.0833333333333333,6.33333333333333,2,7.5,0.25,-1.91666666666667,20.2416666666667,22.7916666666667,1583.125,269.483333333333,73.0333333333333,9.6475,14.5,4.79833333333333
"55","liestal",1955,47.4814,7.730519,350,"1955-04-26",116,6.5,47.5331,7.5831,316,59.3083333333333,10.0833333333333,12.1666666666667,6.91666666666667,0.416666666666667,0,8.83333333333333,0.75,9.25,0.0833333333333333,-1.175,21.4666666666667,23.65,1529.775,263.95,74.3416666666667,9.9425,14.9166666666667,4.965
"56","liestal",1956,47.4814,7.730519,350,"1956-04-27",118,6.5,47.5331,7.5831,316,26.375,4.34166666666667,13,6.83333333333333,0.166666666666667,0.583333333333333,8.08333333333333,2.66666666666667,7.75,0,-2.2,15.975,21.825,1685.49166666667,297.166666666667,70.7833333333333,8.65666666666667,13.3458333333333,3.97416666666667
"57","liestal",1957,47.4814,7.730519,350,"1957-03-25",84,6.5,47.5331,7.5831,316,69.0083333333333,11.5666666666667,11.8333333333333,7.25,0.0833333333333333,0,6.66666666666667,1,8,0.666666666666667,-0.716666666666667,14.05,23.675,1561.39166666667,258.741666666667,58.55,10.1891666666667,15.1075,5.27333333333333
"58","liestal",1958,47.4814,7.730519,350,"1958-04-25",115,6.5,47.5331,7.5831,316,75.8166666666667,13.5916666666667,12,6.83333333333333,0.25,0,6.66666666666667,0.5,9.83333333333333,0.166666666666667,-1.36666666666667,19.625,23.35,1595.78333333333,261.266666666667,64.5583333333333,10.1608333333333,14.9516666666667,5.36583333333333
"59","liestal",1959,47.4814,7.730519,350,"1959-04-02",92,6.5,47.5331,7.5831,316,87.3083333333333,14.9083333333333,11,6,0.166666666666667,0,6.33333333333333,0.25,11,0.416666666666667,0.0416666666666667,15.4583333333333,23.6333333333333,1458.59166666667,241,58.55,10.8475,16.3266666666667,5.37
"60","liestal",1960,47.4814,7.730519,350,"1960-04-03",94,6.5,47.5331,7.5831,316,36.8583333333333,6.14166666666667,14.1666666666667,7.66666666666667,0.166666666666667,0.166666666666667,5.91666666666667,1.41666666666667,8.58333333333333,0.0833333333333333,-1.95,14.875,23.0833333333333,1531.425,258.458333333333,66.4,10.0483333333333,14.9675,5.1275
"61","liestal",1961,47.4814,7.730519,350,"1961-03-20",79,6.5,47.5331,7.5831,316,74.7166666666667,14.2583333333333,12.3333333333333,7.33333333333333,0.0833333333333333,0,4.58333333333333,1,9.83333333333333,0.583333333333333,0.641666666666667,15.5916666666667,24.9666666666667,1433.60833333333,225.433333333333,61.0166666666667,11.3816666666667,16.3608333333333,6.40166666666667
"62","liestal",1962,47.4814,7.730519,350,"1962-04-25",115,6.5,47.5331,7.5831,316,70.2333333333333,12.6833333333333,11.4166666666667,5.58333333333333,0.166666666666667,0,8.41666666666667,1.66666666666667,8.83333333333333,0.583333333333333,-2.81666666666667,16.425,23.6416666666667,1543.5,288.458333333333,51.15,9.225,14.3016666666667,4.14333333333333
"63","liestal",1963,47.4814,7.730519,350,"1963-04-24",114,6.5,47.5331,7.5831,316,55.3333333333333,9.625,12.4166666666667,7.08333333333333,0.25,0.333333333333333,8.08333333333333,3.83333333333333,8.75,0.0833333333333333,-2.95,16.8083333333333,21.7,1810.23333333333,289.541666666667,61.875,9.07416666666667,13.8891666666667,4.25666666666667
"64","liestal",1964,47.4814,7.730519,350,"1964-04-16",107,6.5,47.5331,7.5831,316,96.7333333333333,16.6333333333333,10.4166666666667,5.75,0.333333333333333,0,7.08333333333333,1.33333333333333,10.6666666666667,1,-1.49166666666667,19.0083333333333,22.8833333333333,1571.08333333333,260.858333333333,55.2666666666667,10.3208333333333,15.1758333333333,5.465
"65","liestal",1965,47.4814,7.730519,350,"1965-04-12",102,6.5,47.5331,7.5831,316,52.8416666666667,8.55,15.4166666666667,8.83333333333333,0.5,0,7.16666666666667,0.5,6.91666666666667,0.166666666666667,-1.64166666666667,19.2416666666667,22.375,1606.34166666667,267.958333333333,83.8083333333333,9.73583333333333,14.255,5.21583333333333
"66","liestal",1966,47.4814,7.730519,350,"1966-04-08",98,6.5,47.5331,7.5831,316,44.2666666666667,7.775,13.75,7.83333333333333,0.333333333333333,0.166666666666667,5,1.16666666666667,7.66666666666667,0.166666666666667,-0.575,21.4333333333333,23.1166666666667,1524.56666666667,247.125,74.125,10.4558333333333,14.7683333333333,6.14333333333333
"67","liestal",1967,47.4814,7.730519,350,"1967-04-04",94,6.5,47.5331,7.5831,316,73.0833333333333,12.4416666666667,11.6666666666667,7,0.25,0,5.91666666666667,1.33333333333333,8.41666666666667,0.166666666666667,-1.46666666666667,15.9666666666667,23.35,1470.73333333333,252.758333333333,64.6,10.3925,15.0066666666667,5.78083333333333
"68","liestal",1968,47.4814,7.730519,350,"1968-04-12",103,6.5,47.5331,7.5831,316,41.2333333333333,6.51666666666667,13.5833333333333,7.91666666666667,0.333333333333333,0,6.58333333333333,1.5,7.25,0.0833333333333333,-0.758333333333333,16.1916666666667,22.6166666666667,1518.56666666667,260.283333333333,72.9083333333333,9.9975,14.2291666666667,5.7625
"69","liestal",1969,47.4814,7.730519,350,"1969-04-23",113,6.5,47.5331,7.5831,316,67.8166666666667,11.6333333333333,12.1666666666667,7.5,0.25,0,6.91666666666667,2.41666666666667,7.91666666666667,0.0833333333333333,-0.8,18.8416666666667,21.7833333333333,1563.75,273.658333333333,71.4083333333333,9.66333333333333,13.9908333333333,5.33666666666667
"70","liestal",1970,47.4814,7.730519,350,"1970-04-24",114,6.5,47.5331,7.5831,316,66.425,11.5416666666667,13.9166666666667,8,0.166666666666667,0,6.83333333333333,1.33333333333333,8,0,-0.583333333333333,17.9166666666667,21.85,1622.06666666667,270.35,71.4166666666667,9.79416666666667,13.9108333333333,5.67416666666667
"71","liestal",1971,47.4814,7.730519,350,"1971-04-17",107,6.5,47.5331,7.5831,316,68.7666666666667,11.95,10.3333333333333,5.91666666666667,0.25,0.166666666666667,6.66666666666667,1.25,9.58333333333333,0.166666666666667,-1.9,16.025,22.1,1574.79166666667,260.391666666667,52.8833333333333,9.93083333333333,14.7591666666667,5.1
"72","liestal",1972,47.4814,7.730519,350,"1972-04-06",97,6.5,47.5331,7.5831,316,45.8416666666667,8.025,10.4166666666667,5.33333333333333,0.25,0,5.33333333333333,0.916666666666667,5.66666666666667,0,-1.85833333333333,15.2833333333333,21.4,1511.35,268.825,52.8166666666667,9.5075,13.9391666666667,5.07583333333333
"73","liestal",1973,47.4814,7.730519,350,"1973-04-29",119,6.5,47.5331,7.5831,316,NA,NA,11.4166666666667,7,0.416666666666667,0,8,1,8.5,0,-1.06666666666667,16.4,21.825,NA,NA,63.3583333333333,9.7525,14.0533333333333,5.45583333333333
"74","liestal",1974,47.4814,7.730519,350,"1974-04-02",92,6.5,47.5331,7.5831,316,46.2833333333333,8.99166666666667,13.1666666666667,6.08333333333333,0.0833333333333333,0,2.66666666666667,0,7.5,0.166666666666667,0.858333333333333,16.4,22.4083333333333,NA,239.15,58.4833333333333,10.5016666666667,14.7666666666667,6.23333333333333
"75","liestal",1975,47.4814,7.730519,350,"1975-04-18",108,6.5,47.5331,7.5831,316,63.1583333333333,11.4,11.6666666666667,7.25,0.166666666666667,0,5.66666666666667,0.583333333333333,8,0.25,0.533333333333333,17.5,22.4,1456.40833333333,248.383333333333,66.85,10.2216666666667,14.3433333333333,6.09916666666667
"76","liestal",1976,47.4814,7.730519,350,"1976-04-11",102,6.5,47.5331,7.5831,316,100.666666666667,16,10.25,5.66666666666667,0.0833333333333333,0,6.16666666666667,1.33333333333333,8.91666666666667,1.16666666666667,-1.075,14.125,22.8916666666667,1461.9,248.258333333333,43.2833333333333,10.4766666666667,15.1716666666667,5.78416666666667
"77","liestal",1977,47.4814,7.730519,350,"1977-03-21",80,6.5,47.5331,7.5831,316,27.3416666666667,4.725,13.9166666666667,8.66666666666667,0.166666666666667,0,4,0.333333333333333,7.08333333333333,0,-0.025,19.125,23.1166666666667,1407.075,230.466666666667,74.4666666666667,10.5208333333333,14.7058333333333,6.3325
"78","liestal",1978,47.4814,7.730519,350,"1978-04-18",108,6.5,47.5331,7.5831,316,29.425,4.91666666666667,13.0833333333333,6.66666666666667,0.166666666666667,0,5.25,1.58333333333333,6,0,-0.00833333333333341,20.0666666666667,20.9666666666667,1539.14166666667,270.483333333333,61.5583333333333,9.41,13.3441666666667,5.4725
"79","liestal",1979,47.4814,7.730519,350,"1979-04-15",105,6.5,47.5331,7.5831,316,43.4,7.225,14.9166666666667,7.83333333333333,0.333333333333333,0,4.66666666666667,1.08333333333333,7.16666666666667,0,-1.85037170770859e-17,20.1583333333333,21.1,1595.21666666667,252.183333333333,70.575,9.90333333333333,13.7991666666667,6.00916666666667
"80","liestal",1980,47.4814,7.730519,350,"1980-04-13",104,6.5,47.5331,7.5831,316,33.6583333333333,6.24166666666667,13.5,7.5,0.0833333333333333,0,5.75,1.25,5.5,0.0833333333333333,-0.358333333333333,14.1916666666667,21.0416666666667,1489.325,270.358333333333,58.8833333333333,9.4375,13.3266666666667,5.5475
