"","location","year","lat","long","alt","bloom_date","bloom_doy","MONTH","LATITUDE","LONGITUDE","ELEVATION","CDSD","CLDD","DP01","DP10","DP1X","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","DYFG","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"11","washingtondc",1951,38.8853496,-77.0386278,0,"1951-04-06",96,6.5,38.84721,-77.03454,4.1,361.858333333333,63.7083333333333,9.41666666666667,6,1,0.5,0.333333333333333,0,6.33333333333333,0.833333333333333,14.8333333333333,2.33333333333333,9.5,2.4,10.5,16.6666666666667,32.925,28.75,1127.975,188.191666666667,87.5333333333333,20.3333333333333,14.175,19.1475,9.20083333333333
"12","washingtondc",1952,38.8853496,-77.0386278,0,"1952-04-09",100,6.5,38.84721,-77.03454,4.1,386.708333333333,65.3333333333333,9.83333333333333,7.41666666666667,0.666666666666667,0.25,0.333333333333333,0,4.91666666666667,0.25,14.0833333333333,2.91666666666667,10.75,2.175,10.5833333333333,14.0833333333333,35.45,28.0083333333333,1100.275,190.475,100.416666666667,19.3333333333333,14.2108333333333,19.075,9.34833333333333
"13","washingtondc",1953,38.8853496,-77.0386278,0,"1953-03-27",86,6.5,38.84721,-77.03454,4.1,405.991666666667,68.0916666666667,9.33333333333333,6.5,1.16666666666667,0.333333333333333,0.333333333333333,0,4.41666666666667,0.166666666666667,15.1666666666667,3.66666666666667,11.9166666666667,3.38333333333333,12.75,21.1666666666667,40.725,29.2083333333333,1062.275,169.883333333333,108.333333333333,24,14.9325,20.0483333333333,9.81583333333333
"14","washingtondc",1954,38.8853496,-77.0386278,0,"1954-04-06",96,6.5,38.84721,-77.03454,4.1,390.9,70.1083333333333,9.16666666666667,5,0.25,0.833333333333333,0.25,0,6.75,0.916666666666667,14.8333333333333,2.66666666666667,NA,2.125,12.6666666666667,13.8333333333333,23.1416666666667,29.2,1075.8,193.375,59.9083333333333,24.25,14.2491666666667,19.3891666666667,9.10666666666667
"15","washingtondc",1955,38.8853496,-77.0386278,0,"1955-04-02",92,6.5,38.84721,-77.03454,4.1,378.991666666667,65.9333333333333,8.83333333333333,5.08333333333333,0.916666666666667,0.416666666666667,0.333333333333333,0,6.91666666666667,0.916666666666667,15.4166666666667,2.58333333333333,10.0833333333333,1.86666666666667,10.5833333333333,13.8333333333333,33.7166666666667,27.5083333333333,1166.13333333333,198.341666666667,87.7833333333333,19.75,13.915,18.6825,9.15083333333333
"16","washingtondc",1956,38.8853496,-77.0386278,0,"1956-04-06",97,6.5,38.84721,-77.03454,4.1,314.358333333333,53.3583333333333,11.0833333333333,6.58333333333333,0.416666666666667,0.416666666666667,0.333333333333333,0,5.91666666666667,0.416666666666667,12.6666666666667,1.91666666666667,13.3333333333333,1.84166666666667,10.5833333333333,9.75,26.1833333333333,27.5916666666667,1228.94166666667,200.158333333333,74.575,18.5,13.4958333333333,18.1425,8.8475
"17","washingtondc",1957,38.8853496,-77.0386278,0,"1957-04-08",98,6.5,38.84721,-77.03454,4.1,438.041666666667,72.9833333333333,8.91666666666667,6,0.666666666666667,1.08333333333333,0.75,0,4.91666666666667,0.666666666666667,13.5833333333333,3.83333333333333,10.75,1.76666666666667,23.25,33.9166666666667,27.0333333333333,28.0916666666667,1123.48333333333,190.225,69.425,55.75,14.44,19.1991666666667,9.68333333333333
"18","washingtondc",1958,38.8853496,-77.0386278,0,"1958-04-18",108,6.5,38.84721,-77.03454,4.1,326.275,56.4583333333333,9.58333333333333,6.33333333333333,0.833333333333333,1.16666666666667,0.583333333333333,0,6.33333333333333,1.66666666666667,14.0833333333333,1.91666666666667,9.75,2.45,40.25,36.25,35.6666666666667,25.9666666666667,1210.15833333333,215.008333333333,96.6083333333333,61.5,13.0483333333333,17.4958333333333,8.6025
"19","washingtondc",1959,38.8853496,-77.0386278,0,"1959-04-06",96,6.5,38.84721,-77.03454,4.1,483.783333333333,85.0333333333333,9.08333333333333,5.33333333333333,0.583333333333333,0.166666666666667,0.166666666666667,0,6.08333333333333,0.75,15.1666666666667,3.5,10.0833333333333,2.25833333333333,2.08333333333333,4.66666666666667,29.25,28.975,1160.075,186.891666666667,74.9333333333333,8.5,14.9225,19.8941666666667,9.95
"20","washingtondc",1960,38.8853496,-77.0386278,0,"1960-04-14",105,6.5,38.84721,-77.03454,4.1,390.475,66.6333333333333,8.91666666666667,5.75,0.833333333333333,2.66666666666667,0.666666666666667,0,7.58333333333333,1.5,14.75,1.91666666666667,9.75,2.18333333333333,42.3333333333333,39.75,30.275,27.5833333333333,1158.81666666667,213.391666666667,78.2916666666667,69.6666666666667,13.5116666666667,18.2391666666667,8.78583333333333
"21","washingtondc",1961,38.8853496,-77.0386278,0,"1961-04-02",92,6.5,38.84721,-77.03454,4.1,372.783333333333,67.925,9.25,6.58333333333333,0.833333333333333,2.5,0.5,0,5.75,1.08333333333333,14.25,3,11.8333333333333,1.01666666666667,48.6666666666667,32.5833333333333,28.2,27.4916666666667,1252.5,207.283333333333,88.8083333333333,72.3333333333333,13.705,18.4433333333333,8.96416666666667
"22","washingtondc",1962,38.8853496,-77.0386278,0,"1962-04-07",97,6.5,38.84721,-77.03454,4.1,370.75,61.5,9.16666666666667,5.33333333333333,0.5,2,0.666666666666667,0,6.91666666666667,1.5,14.25,1.75,10.8333333333333,0.966666666666667,25.4166666666667,26.25,24.2166666666667,27.875,1199.9,215.6,70.0333333333333,60.9166666666667,13.1975,17.8791666666667,8.51833333333333
"23","washingtondc",1963,38.8853496,-77.0386278,0,"1963-04-03",93,6.5,38.84721,-77.03454,4.1,337.075,56.7666666666667,7.66666666666667,4.83333333333333,1.08333333333333,2.08333333333333,0.333333333333333,0,7.41666666666667,1.41666666666667,14.9166666666667,2.33333333333333,10.0833333333333,0.641666666666666,25.4166666666667,19.9166666666667,33.575,27.2833333333333,1282.675,211.341666666667,83.3083333333333,24.5833333333333,13.1766666666667,18.62,7.7325
"24","washingtondc",1964,38.8853496,-77.0386278,0,"1964-04-11",102,6.5,38.84721,-77.03454,4.1,400.25,66.7916666666667,7.66666666666667,5.08333333333333,0.416666666666667,1.66666666666667,0.5,0,6.5,0.416666666666667,14.3333333333333,4.08333333333333,9.5,0.975,40.1666666666667,38.75,23.9083333333333,28.7,1191.78333333333,194.425,62.4166666666667,59.1666666666667,14.1175,19.7591666666667,8.4775
"25","washingtondc",1965,38.8853496,-77.0386278,0,"1965-04-15",105,6.5,38.84721,-77.03454,4.1,390.133333333333,67.5416666666667,8.33333333333333,4.83333333333333,0.416666666666667,1.16666666666667,0.5,0,7.41666666666667,0.583333333333333,14.4166666666667,4,9.66666666666667,0.925,17,18.6666666666667,23.9333333333333,27.7833333333333,1193.55,204.508333333333,57.0583333333333,35.1666666666667,13.7691666666667,19.1941666666667,8.34416666666667
"26","washingtondc",1966,38.8853496,-77.0386278,0,"1966-04-05",95,6.5,38.84721,-77.03454,4.1,416.958333333333,70.775,9.33333333333333,5.41666666666667,0.666666666666667,2.41666666666667,0.666666666666667,0,6.66666666666667,0.75,13.8333333333333,4.91666666666667,8.33333333333333,1.25833333333333,67.75,50.5833333333333,33.6916666666667,28.5083333333333,1162.8,206.983333333333,76.275,93.75,13.7908333333333,19.0716666666667,8.50916666666667
"27","washingtondc",1967,38.8853496,-77.0386278,0,"1967-04-06",96,6.5,38.84721,-77.03454,4.1,329.558333333333,56.7666666666667,8.16666666666667,5.41666666666667,0.75,1.66666666666667,0.75,0,6.41666666666667,0.416666666666667,14.3333333333333,2,10.25,1.06666666666667,35.9166666666667,46.1666666666667,31.5333333333333,28.25,1157.575,200.908333333333,80.7583333333333,72.4166666666667,13.5225,18.985,8.05666666666667
"28","washingtondc",1968,38.8853496,-77.0386278,0,"1968-03-30",90,6.5,38.84721,-77.03454,4.1,390.025,69.5833333333333,8.08333333333333,6.16666666666667,0.583333333333333,1.08333333333333,0.416666666666667,0,7.08333333333333,1.16666666666667,15.25,3.33333333333333,7.75,1.11666666666667,14.75,10.4166666666667,28.85,27.9166666666667,1192.34166666667,195.741666666667,78,17.3333333333333,14.1625,19.5741666666667,8.75
"29","washingtondc",1969,38.8853496,-77.0386278,0,"1969-04-09",99,6.5,38.84721,-77.03454,4.1,423.683333333333,71.3333333333333,9,6,0.833333333333333,0.666666666666667,0.583333333333333,0,7.5,0.416666666666667,15.1666666666667,3.25,7.5,1.74166666666667,12.6666666666667,18,36.825,27,1150.46666666667,201.633333333333,91.6833333333333,33.75,13.9941666666667,19.065,8.92416666666667
"30","washingtondc",1970,38.8853496,-77.0386278,0,"1970-04-16",106,6.5,38.84721,-77.03454,4.1,451.108333333333,79.7,8.33333333333333,6.5,0.583333333333333,0.75,0.333333333333333,0,7,0.916666666666667,14.6666666666667,4.58333333333333,10.1666666666667,1.33333333333333,10.5833333333333,20.9166666666667,35.8333333333333,27.5,1230.95,201.675,83.8666666666667,26.25,14.2666666666667,19.4325,9.0975
"31","washingtondc",1971,38.8853496,-77.0386278,0,"1971-04-08",98,6.5,38.84721,-77.03454,4.1,380.05,68.7,8.66666666666667,5.83333333333333,1.16666666666667,0.583333333333333,0.166666666666667,0,6,0.916666666666667,15,2.41666666666667,10.25,3.24166666666667,21.0833333333333,13.3333333333333,37.7333333333333,27.5833333333333,1113.70833333333,187.55,97.4166666666667,17,14.3716666666667,19.2566666666667,9.485
"32","washingtondc",1972,38.8853496,-77.0386278,0,"1972-04-11",102,6.5,38.84721,-77.03454,4.1,299.666666666667,53.4,11.1666666666667,7.25,1,0.416666666666667,0.333333333333333,0,5.33333333333333,0.333333333333333,13.6666666666667,1.33333333333333,11.5,0.891666666666667,8.41666666666667,13.3333333333333,40.0166666666667,27.2583333333333,1045.25833333333,193.683333333333,110.008333333333,32.4166666666667,13.695,18.4666666666667,8.92583333333333
"33","washingtondc",1973,38.8853496,-77.0386278,0,"1973-04-11",101,6.5,38.84721,-77.03454,4.1,432.891666666667,77.4333333333333,9,6.25,0.5,0.416666666666667,0.166666666666667,0,4.66666666666667,0.583333333333333,15.5833333333333,3.08333333333333,7.41666666666667,2.825,16.9166666666667,12.9166666666667,25.7583333333333,27.975,1054.75833333333,171.608333333333,74.125,23.5,15.1666666666667,20.1891666666667,10.1466666666667
"34","washingtondc",1974,38.8853496,-77.0386278,0,"1974-04-03",93,6.5,38.84721,-77.03454,4.1,368.716666666667,64.8416666666667,9.5,5.91666666666667,0.833333333333333,0.333333333333333,0.166666666666667,0,3.83333333333333,0,15.5,2.66666666666667,10.4166666666667,2.5,10.5833333333333,11.9166666666667,28.925,29.225,947.641666666667,168.941666666667,76.1666666666667,12.3333333333333,14.845,20.0708333333333,9.62083333333333
"35","washingtondc",1975,38.8853496,-77.0386278,0,"1975-04-03",93,6.5,38.84721,-77.03454,4.1,440.258333333333,74.9916666666667,10.4166666666667,7.08333333333333,1.08333333333333,0.416666666666667,0.333333333333333,0,4.41666666666667,0.25,15.8333333333333,2.91666666666667,10.25,3.2,12.6666666666667,18.25,36.2,28.05,1009.35833333333,168.758333333333,106.958333333333,27.9166666666667,15.1883333333333,19.9625,10.4116666666667
"36","washingtondc",1976,38.8853496,-77.0386278,0,"1976-03-23",83,6.5,38.84721,-77.03454,4.1,425.825,70.3166666666667,8.41666666666667,5.25,0.833333333333333,0.166666666666667,0,0,6.41666666666667,0.583333333333333,15.25,3,NA,0.966666666666667,4.16666666666667,6.33333333333333,33.325,27.775,998.7,191.908333333333,80.6,6.75,14.3433333333333,19.6,9.085
"37","washingtondc",1977,38.8853496,-77.0386278,0,"1977-03-26",85,6.5,38.84721,-77.03454,4.1,466.675,79.8333333333333,9.41666666666667,5.08333333333333,0.916666666666667,1.91666666666667,0.25,0,6.25,1.5,16.5,3.83333333333333,8.25,1.475,12.6666666666667,10.4166666666667,28.3916666666667,28.1,1247.025,186.983333333333,76.5583333333333,21.25,14.7591666666667,19.7075,9.81083333333333
"38","washingtondc",1978,38.8853496,-77.0386278,0,"1978-04-12",102,6.5,38.84721,-77.03454,4.1,447.708333333333,78.4916666666667,9.41666666666667,6.16666666666667,0.75,2.25,0.666666666666667,0,6.33333333333333,0.5,14.9166666666667,3.25,9.66666666666667,3.18333333333333,29.6666666666667,26.6666666666667,27.525,28.0416666666667,1156.00833333333,193.441666666667,83.7333333333333,53.9166666666667,14.4733333333333,19.1391666666667,9.80916666666667
"39","washingtondc",1979,38.8853496,-77.0386278,0,"1979-04-02",92,6.5,38.84721,-77.03454,4.1,380.591666666667,66.6166666666667,10.5,6.66666666666667,1.25,1.75,0.416666666666667,0,4.83333333333333,1.25,15.4166666666667,1.66666666666667,15,2.225,50.8333333333333,35.4166666666667,33.2,26.95,1062.95833333333,181.266666666667,100.241666666667,73.9166666666667,14.4633333333333,18.9816666666667,9.9475
"40","washingtondc",1980,38.8853496,-77.0386278,0,"1980-04-06",97,6.5,38.84721,-77.03454,4.1,511.683333333333,90.9416666666667,9.16666666666667,5.5,0.416666666666667,1.16666666666667,0.5,0,5,0.916666666666667,15.5,5.58333333333333,9.91666666666667,3.00833333333333,31.6666666666667,24,22.3833333333333,28.4666666666667,1015.1,182.575,62.125,42.6666666666667,15.2908333333333,20.0675,10.5158333333333
"41","washingtondc",1981,38.8853496,-77.0386278,0,"1981-04-03",93,6.5,38.84721,-77.03454,4.1,454.191666666667,75.8833333333333,9,5.33333333333333,0.25,0.333333333333333,0.166666666666667,0,5.08333333333333,0.916666666666667,15.25,2.75,10.5833333333333,3.09166666666667,6.33333333333333,8.25,19.2,29.1083333333333,1061.875,177.191666666667,65,12.5,14.975,19.7433333333333,10.2066666666667
"42","washingtondc",1982,38.8853496,-77.0386278,0,"1982-04-07",97,6.5,38.84721,-77.03454,4.1,380.333333333333,65.8916666666667,8.83333333333333,5.66666666666667,0.666666666666667,2.08333333333333,0.5,0.0833333333333333,5.58333333333333,1.08333333333333,15.3333333333333,1.83333333333333,12.25,1.61666666666667,38.0833333333333,34.5833333333333,26.8583333333333,27.7333333333333,1157.80833333333,189,75.7333333333333,58.0833333333333,14.2258333333333,19.0916666666667,9.35916666666667
"43","washingtondc",1983,38.8853496,-77.0386278,0,"1983-04-07",97,6.5,38.84721,-77.03454,4.1,442.875,78.65,9.33333333333333,6.58333333333333,1.41666666666667,0.75,0.166666666666667,0,4.33333333333333,0.666666666666667,14.0833333333333,4.58333333333333,10.8333333333333,2.23333333333333,36,35.4166666666667,35.9666666666667,28.05,1009.33333333333,189.166666666667,109.816666666667,45.1666666666667,14.6383333333333,19.38,9.89416666666667
"44","washingtondc",1984,38.8853496,-77.0386278,0,"1984-04-03",94,6.5,38.84721,-77.03454,4.1,381.875,66.3166666666667,9.91666666666667,6.08333333333333,0.5,0.916666666666667,0.25,0,5.16666666666667,0.833333333333333,13.9166666666667,1.91666666666667,13,1.88333333333333,12.75,11.4166666666667,26.1916666666667,27.0916666666667,1142.38333333333,187.666666666667,79.9416666666667,18.25,14.3333333333333,18.8808333333333,9.78916666666667
"45","washingtondc",1985,38.8853496,-77.0386278,0,"1985-04-07",97,6.5,38.84721,-77.03454,4.1,401.766666666667,68.725,9.58333333333333,4.75,0.916666666666667,0.833333333333333,0.25,0.166666666666667,6.41666666666667,1.25,15.8333333333333,2.33333333333333,13.4166666666667,1.61666666666667,8.41666666666667,9.75,28.1916666666667,28.8916666666667,1052.91666666667,183.258333333333,75.9666666666667,22.6666666666667,14.515,19.2891666666667,9.74333333333333
"46","washingtondc",1986,38.8853496,-77.0386278,0,"1986-04-02",92,6.5,38.84721,-77.03454,4.1,434.408333333333,73.9416666666667,8.5,5,0.416666666666667,1.08333333333333,0.333333333333333,0,5.91666666666667,0.916666666666667,14.9166666666667,3.41666666666667,14.25,0.883333333333333,10.5833333333333,9.5,21.5916666666667,28.6166666666667,1098.4,194.483333333333,68.9416666666667,31.0833333333333,14.295,19.1191666666667,9.47333333333333
"47","washingtondc",1987,38.8853496,-77.0386278,0,"1987-03-28",87,6.5,38.84721,-77.03454,4.1,454.691666666667,77.425,8.75,5.66666666666667,0.666666666666667,1.75,0.5,0,5.33333333333333,0.583333333333333,14.3333333333333,3.75,13.5833333333333,1.85833333333333,84.6666666666667,61.75,29.5166666666667,27.0416666666667,1147.79166666667,192.816666666667,77.5416666666667,90.0833333333333,14.4741666666667,19.3858333333333,9.5625
"48","washingtondc",1988,38.8853496,-77.0386278,0,"1988-03-31",91,6.5,38.84721,-77.03454,4.1,422.075,72.4583333333333,8.91666666666667,5,0.916666666666667,1.5,0.416666666666667,0,6.16666666666667,1.33333333333333,13.4166666666667,4.91666666666667,13.5833333333333,1.66666666666667,16.9166666666667,16.6666666666667,25.8166666666667,28.5583333333333,1186.79166666667,206.5,67.225,31.0833333333333,13.9075,19.0358333333333,8.78083333333333
"49","washingtondc",1989,38.8853496,-77.0386278,0,"1989-03-29",88,6.5,38.84721,-77.03454,4.1,407.016666666667,70.0916666666667,10.6666666666667,7.16666666666667,1.25,2.16666666666667,0.583333333333333,0,6.75,1.25,14.1666666666667,1.83333333333333,15.75,2,23.25,16,31.3083333333333,27.45,1141.38333333333,205.458333333333,106.516666666667,35.9166666666667,13.8325,18.4033333333333,9.25916666666667
"50","washingtondc",1990,38.8853496,-77.0386278,0,"1990-03-15",74,6.5,38.84721,-77.03454,4.1,397.525,68.725,10.5833333333333,6.25,1,0.166666666666667,0.166666666666667,0,3.75,0.166666666666667,16.0833333333333,2.5,13.8333333333333,2.86666666666667,6.33333333333333,11.1666666666667,31.8416666666667,29.825,1065.31666666667,152.383333333333,86.5416666666667,12.25,15.5375,20.6891666666667,10.3816666666667
"51","washingtondc",1991,38.8853496,-77.0386278,0,"1991-03-29",88,6.5,38.84721,-77.03454,4.1,525.883333333333,87.5916666666667,9.25,4.91666666666667,0.416666666666667,0.166666666666667,0.166666666666667,0,5,0.25,15.6666666666667,4.91666666666667,13,3.75833333333333,4.25,6.41666666666667,23.6333333333333,29.4916666666667,948.075,167.375,62.7333333333333,10.8333333333333,15.6533333333333,20.7075,10.5983333333333
"52","washingtondc",1992,38.8853496,-77.0386278,0,"1992-04-07",98,6.5,38.84721,-77.03454,4.1,311.258333333333,54.1083333333333,10.1666666666667,6.16666666666667,0.5,0.333333333333333,0.25,0,5.75,0.0833333333333333,13.1666666666667,1.75,14.8333333333333,1.8,12.75,15.6666666666667,26.2333333333333,27.0333333333333,1079.86666666667,193.791666666667,77.0666666666667,16.0833333333333,13.7341666666667,18.4108333333333,9.055
"53","washingtondc",1993,38.8853496,-77.0386278,0,"1993-04-11",101,6.5,38.84721,-77.03454,4.1,444.391666666667,77.0583333333333,9.66666666666667,5.91666666666667,0.833333333333333,0.833333333333333,0.333333333333333,0,6,0.916666666666667,13.3333333333333,4.25,14.0833333333333,2.65,21.1666666666667,23.75,31.6666666666667,27.3333333333333,1162.425,198.5,87.6916666666667,28.25,14.2625,19.0858333333333,9.43833333333333
"54","washingtondc",1994,38.8853496,-77.0386278,0,"1994-04-05",95,6.5,38.84721,-77.03454,4.1,441.941666666667,73.325,10.3333333333333,6.08333333333333,0.666666666666667,1.66666666666667,0.333333333333333,0.0833333333333333,5.66666666666667,1,15.6666666666667,3.83333333333333,13.25,2.63333333333333,16.9166666666667,13.25,23.3916666666667,28.8833333333333,1175.13333333333,186.075,79.5833333333333,22.5,14.575,19.6875,9.46083333333333
"55","washingtondc",1995,38.8853496,-77.0386278,0,"1995-04-02",92,6.5,38.84721,-77.03454,4.1,439.65,77.8416666666667,8.75,5.5,0.75,0.916666666666667,0.333333333333333,0,7.08333333333333,0.916666666666667,15,4.33333333333333,12.3333333333333,2.59166666666667,19.0833333333333,21.5833333333333,30.5833333333333,28.475,1016.89166666667,195.791666666667,84.25,25.25,14.3683333333333,19.225,9.51166666666667
"56","washingtondc",1996,38.8853496,-77.0386278,0,"1996-04-04",95,6.5,38.84721,-77.03454,4.1,392.75,66.1916666666667,10.5,7.33333333333333,1.25,2,0.833333333333333,0,5.75,1.25,14.0833333333333,1.75,14.5833333333333,2.13333333333333,67.75,50.5833333333333,33.6333333333333,27.6,1243.375,203.891666666667,108.058333333333,94.5,13.79,18.3616666666667,9.21916666666667
"57","washingtondc",1997,38.8853496,-77.0386278,0,"1997-03-26",85,6.5,38.84721,-77.03454,4.1,373.366666666667,66.7,9.08333333333333,5.66666666666667,0.666666666666667,0.333333333333333,0.166666666666667,0,4.33333333333333,0.416666666666667,14.1666666666667,3.5,10.8333333333333,2.86666666666667,8.41666666666667,10.4166666666667,28.325,29.225,1066.475,184.575,71.6916666666667,13.6666666666667,14.415,19.4108333333333,9.42083333333333
"58","washingtondc",1998,38.8853496,-77.0386278,0,"1998-03-27",86,6.5,38.84721,-77.03454,4.1,428.025,75.1083333333333,9.75,5.33333333333333,0.5,NA,0,0,3,0.25,15,2.91666666666667,13,3.78333333333333,NA,0.833333333333333,25.425,28.7583333333333,1005.10833333333,158.633333333333,76.1416666666667,1.08333333333333,15.5341666666667,20.2408333333333,10.8291666666667
"59","washingtondc",1999,38.8853496,-77.0386278,0,"1999-04-05",95,6.5,38.84721,-77.03454,4.1,428.066666666667,73.6416666666667,8.75,5.58333333333333,0.833333333333333,0.333333333333333,0.166666666666667,0,4.75,0.916666666666667,14.6666666666667,4,12.5,3.74166666666667,21.1666666666667,22.8333333333333,31.4583333333333,28.825,997.15,175.2,85.2166666666667,23.5,14.9408333333333,19.8708333333333,10.0108333333333
"60","washingtondc",2000,38.8853496,-77.0386278,0,"2000-03-17",77,6.5,38.84721,-77.03454,4.1,334.75,56.4416666666667,9.75,5.91666666666667,0.666666666666667,1.83333333333333,0.333333333333333,0,6.16666666666667,1.16666666666667,14.3333333333333,1,13.1666666666667,2.68333333333333,33.9166666666667,25,26.1083333333333,27.825,1032.81666666667,191.533333333333,86.1583333333333,36.75,13.8841666666667,18.5216666666667,9.24666666666667
"61","washingtondc",2001,38.8853496,-77.0386278,0,"2001-04-06",96,6.5,38.84721,-77.03454,4.1,368.983333333333,64.1666666666667,8.91666666666667,5.5,0.583333333333333,0.333333333333333,0.25,0,4.5,0.166666666666667,15.3333333333333,1.33333333333333,12.6666666666667,3.28333333333333,8.41666666666667,8.66666666666667,21.2666666666667,27.55,1173.425,172.891666666667,63.5083333333333,11.4166666666667,14.7108333333333,19.6591666666667,9.76583333333333
"62","washingtondc",2002,38.8853496,-77.0386278,0,"2002-04-02",92,6.5,38.84721,-77.03454,4.1,488.783333333333,84.4,9.08333333333333,5.25,0.583333333333333,0.75,0.166666666666667,0,5.08333333333333,0.166666666666667,14.4166666666667,4.66666666666667,11.1666666666667,3.05833333333333,16.9166666666667,19.3333333333333,28.7,29.9083333333333,939.483333333333,179.975,72.7333333333333,21.8333333333333,15.1441666666667,20.0633333333333,10.225
"63","washingtondc",2003,38.8853496,-77.0386278,0,"2003-04-02",92,6.5,38.84721,-77.03454,4.1,326.3,58.6833333333333,12.1666666666667,8.5,1.33333333333333,1.91666666666667,0.75,0,6.5,0.916666666666667,13.3333333333333,1.66666666666667,16.6666666666667,2.95833333333333,52.8333333333333,42.3333333333333,37.1583333333333,26.0083333333333,1223.20833333333,202.275,128.808333333333,83.8333333333333,13.545,17.8375,9.25166666666667
